,Release Date,Season,Episode,Episode Title,Name,Sentence,emotion_label,emotion_score
5544,2012-05-13,Season 2,Episode 7,A Man Without Honor,man,"Come on, find the scent. Where they going?",neutral,0.7940286993980408
5545,2012-05-13,Season 2,Episode 7,A Man Without Honor,dagmer,Halt!,anger,0.7164158225059509
5546,2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,Enjoying your first hunt?,joy,0.9628773927688599
5547,2012-05-13,Season 2,Episode 7,A Man Without Honor,luwin,"So far, hunting seems very similar to riding, my lord.",neutral,0.922308623790741
5548,2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"With hunting, there's blood at the end.",disgust,0.7521740794181824
5549,2012-05-13,Season 2,Episode 7,A Man Without Honor,luwin,They're little boys.,neutral,0.8735527396202087
5550,2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"I was a little boy when I was torn away from my home and brought here. So I kept my word. I never ran away. If I find them soon enough, I won't hurt them. Well, I'll hurt them, but I won't kill them.",anger,0.5862460136413574
5551,2012-05-13,Season 2,Episode 7,A Man Without Honor,luwin,Those boys are of far more value to you alive than dead.,neutral,0.8874669075012207
5552,2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,They have no value to me missing.,sadness,0.468138724565506
5553,2012-05-13,Season 2,Episode 7,A Man Without Honor,luwin,Robb will have sent a force to retake Winterfell by now.,neutral,0.934711754322052
5554,2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"Robb's in the Riverlands. My sister's in Deepwood Motte. She'll get here long before they do. And Ned Stark always said 500 men could hold Winterfell again 10,000.",neutral,0.9532076716423035
5555,2012-05-13,Season 2,Episode 7,A Man Without Honor,man,We have a scent!,disgust,0.42493969202041626
5556,2012-05-13,Season 2,Episode 7,A Man Without Honor,theon greyjoy,"The hounds have the scent. Come, Maester, don't look so grim. It's all just a game.",sadness,0.6869412660598755
5557,2012-05-13,Season 2,Episode 7,A Man Without Honor,osha,We should have took more food.,neutral,0.3685947358608246
5558,2012-05-13,Season 2,Episode 7,A Man Without Honor,bran stark,We couldn't risk going to the kitchens.,fear,0.9261915683746338
5559,2012-05-13,Season 2,Episode 7,A Man Without Honor,osha,Those people all love you. They would have given you whatever you needed.,neutral,0.5593054890632629
5560,2012-05-13,Season 2,Episode 7,A Man Without Honor,bran stark,"And if Theon found out, he'd hang them.",neutral,0.7533275485038757
5561,2012-05-13,Season 2,Episode 7,A Man Without Honor,osha,The boy can't survive on walnuts.,sadness,0.7851844429969788
5562,2012-05-13,Season 2,Episode 7,A Man Without Honor,rickon,I'm fine.,neutral,0.4126191735267639
5563,2012-05-13,Season 2,Episode 7,A Man Without Honor,osha,We've been walking since before sunrise. Even Hodor will tire.,neutral,0.9315120577812195
5564,2012-05-13,Season 2,Episode 7,A Man Without Honor,hodor,Hodor.,disgust,0.8345761895179749
5565,2012-05-13,Season 2,Episode 7,A Man Without Honor,osha,"Even you, sweet giant.",neutral,0.7399799227714539
5566,2012-05-13,Season 2,Episode 7,A Man Without Honor,bran stark,"Wait, I know that farm. I sent those two Winterfell orphans there.",neutral,0.9417259097099304
5567,2012-05-13,Season 2,Episode 7,A Man Without Honor,rickon,Jack and Billy. They'll give us some food.,neutral,0.8119171857833862
5568,2012-05-13,Season 2,Episode 7,A Man Without Honor,bran stark,"We can't risk it. If Theon tracks us here, he'll torture them until he finds out where we are.",disgust,0.3652907907962799
5569,2012-05-13,Season 2,Episode 7,A Man Without Honor,rikon,Billy climbs a tree better than anyone.,neutral,0.8047560453414917
5570,2012-05-13,Season 2,Episode 7,A Man Without Honor,osha,"You've never seen me climb a tree, little man.",surprise,0.4895165264606476
5571,2012-05-13,Season 2,Episode 7,A Man Without Honor,bran stark,They'll be after us with hounds.,neutral,0.5608624219894409
5572,2012-05-13,Season 2,Episode 7,A Man Without Honor,osha,"We got a good start on them, but we can't outrun hounds forever.",neutral,0.7798694372177124
5573,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,Did you pull a knife on me in the night?,fear,0.7269807457923889
5574,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,What's the matter? Can't be the first time you pressed your bone against a woman's arse.,surprise,0.6142800450325012
5575,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,Let's move.,neutral,0.5564694404602051
5576,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,"It is the first time. How old are you, boy?",surprise,0.5228793621063232
5577,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,I'm a man of the Night's Watch.,neutral,0.7553192973136902
5578,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,You're a boy who's never been with a girl. Don't your stones start to hurt if your bone never gets-,anger,0.3673570156097412
5579,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,Don't call them that.,neutral,0.4249866008758545
5580,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,"What, stones? Or bone?",neutral,0.5014433860778809
5581,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,Neither. Both.,neutral,0.8582867383956909
5582,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,Move!,anger,0.5051326751708984
5583,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,"I heard they get all swollen and bruised if you don't use them. Of course, maybe that's just what the lads say when they want me feeling sorry for them. As if I'd feel sorry for them. Are there no girl crows?",sadness,0.9378424882888794
5584,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,"There are no women of the Night's Watch, no.",neutral,0.9231165051460266
5585,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,So the lads just do it with each other?,neutral,0.7404396533966064
5586,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,No.,neutral,0.8298870921134949
5587,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,Never?,surprise,0.7615185379981995
5588,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,Never. We swore an oath.,neutral,0.3343104422092438
5589,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,"You have sheep at the Wall? With your hands, then? No wonder you're all so miserable.",sadness,0.7718643546104431
5590,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,Would you please shut up?,anger,0.8153188228607178
5591,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,"Would you please shut up? You think you're better than me, crow. I'm a free woman.",anger,0.8490694761276245
5592,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,You're a free woman?,surprise,0.6961687803268433
5593,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,"I might be your prisoner, but I'm a free woman.",neutral,0.7908748388290405
5594,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,"If you're my prisoner, you're not a free woman. That's what ""prisoner"" means.",neutral,0.5824721455574036
5595,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,And you think you're free? You swore some stupid oath and now you can never touch a girl.,anger,0.7252317070960999
5596,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,It was my choice to say the words.,neutral,0.48049303889274597
5597,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,So you don't like girls?,disgust,0.5487396717071533
5598,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,Of course I like girls.,joy,0.8006677627563477
5599,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,But you chose never to touch them.,neutral,0.5163612365722656
5600,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,That's the price you pay if you want to be a man of the Night's Watch.,neutral,0.8974676728248596
5601,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,"So instead of getting naked with a girl, you'd prefer to invade our lands-",neutral,0.5854380130767822
5602,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,"Invade your lands? Wildlings raid our lands all the time. Some of them tried to kill my little brother, a crippled boy!",anger,0.7965699434280396
5603,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,They're not your lands! We've been here the whole time. You lot came along and just put up a big wall and said it was yours.,anger,0.35908976197242737
5604,2012-05-13,Season 2,Episode 7,A Man Without Honor,jon snow,"My father was Ned Stark. I have the blood of the First Men. My ancestors lived here, same as yours.",neutral,0.9536299705505371
5605,2012-05-13,Season 2,Episode 7,A Man Without Honor,ygritte,So why are you fighting us?,anger,0.7090228199958801
5606,2012-05-13,Season 2,Episode 7,A Man Without Honor,man,"Go on. Now I want you to tell me what happened. Come on, this way. Come on, speak up. Speak up.",anger,0.7310708165168762
5607,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Wolfsbane. A rare substance. This is no common assassin.,neutral,0.8544261455535889
5608,2012-05-13,Season 2,Episode 7,A Man Without Honor,mountian,We hanged twenty men last night.,disgust,0.644321620464325
5609,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,I don't care if you hanged a hundred. A man tried to kill me. I want his name and I want his head.,anger,0.7576087713241577
5610,2012-05-13,Season 2,Episode 7,A Man Without Honor,mountain,We think it was an infiltrator from the Brotherhood Without Banners.,neutral,0.9002305269241333
5611,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,"Pretentious name for a band of outlaws. We can't allow rebels behind our lines to harass us with impunity. We look like fools and they look like heroes. That's how kings fall. I want them dead, every one.",anger,0.4913996756076813
5612,2012-05-13,Season 2,Episode 7,A Man Without Honor,mountain,"Killing them isn't the problem. It's finding them. Have you gone soft, Clegane? I always thought you had a talent for violence.",anger,0.7039012908935547
5613,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,"Burn the villages, burn the farms. Let them know what it means to choose the wrong side.",anger,0.9591176509857178
5614,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Mmm. Is that mutton?,neutral,0.48406264185905457
5615,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,"Yes, my lord.",disgust,0.7194752097129822
5616,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Don't like mutton.,disgust,0.9221035242080688
5617,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,I'll bring something else.,neutral,0.8830834031105042
5618,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Leave it. Are you hungry?,neutral,0.8111290335655212
5619,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,No.,neutral,0.8298870921134949
5620,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Of course you are. Eat.,neutral,0.8616936206817627
5621,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,I'll eat in the kitchen later.,neutral,0.8407255411148071
5622,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,It's bad manners to refuse a lordo s offer. Sit. Eat.,disgust,0.7436545491218567
5623,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,You're small for your age. I suppose you've been underfed your whole life.,neutral,0.5995462536811829
5624,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,I eat a lot. I just don't grow.,neutral,0.7974917888641357
5625,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Mmm. This will be my last war. Win or lose.,neutral,0.8161658644676208
5626,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,Have you ever lost before?,surprise,0.7299083471298218
5627,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Do you think I'd be in my position if I had lost a war?,surprise,0.4016641080379486
5628,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,"But this is the one I'll be remembered for. The War of the Five Kings, they're calling it. My legacy will be determined in the coming months.",neutral,0.9579837918281555
5629,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Do you know what legacy means? It's what you pass down to your children and your children's children. It's what remains of you when you're gone. Harren the Black thought this castle would be his legacy. The greatest fortress ever built.,neutral,0.8980313539505005
5630,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,"The tallest towers, the strongest walls. The Great Hall had thirty-five hearths. Thirty-five. Can you imagine? Look at it now. A blasted ruin. Do you know what happened?",surprise,0.7208490967750549
5631,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,Dragons?,surprise,0.718429684638977
5632,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Yes. Dragons happened.,neutral,0.8772026896476746
5633,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,"Harrenhal was built to withstand an attack from the land. A million men could have marched on these walls, and a million men would have been repelled. But an attack from the air with dragon fire, Mmm-mmm. Harren and all his sons roasted alive within these walls. Aegon Targaryen changed the rules. That's why every child alive still knows his name",anger,0.45293334126472473
5634,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,Aegon and his sisters.,disgust,0.9478229284286499
5635,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,Mmm?,surprise,0.789253294467926
5636,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,"It wasn't just Aegon riding his dragon. It was Rhaenys and Visenya, too.",neutral,0.9244831800460815
5637,2012-05-13,Season 2,Episode 7,A Man Without Honor,tywin lannister,"Correct. A student of history, are you?",neutral,0.5791057348251343
5638,2012-05-13,Season 2,Episode 7,A Man Without Honor,arya stark,Rhaenys rode Meraxes. Visenya rode Vhagar.,neutral,0.7632675170898438
